active_enterprises,enterprise_births,persons_engaged_in_active_enterprises,employees_in_active_enterprises,persons_engaged_in_birthed_enterprises,employees_in_birthed_enterprises
18.0,,20910.0,20909.0,,
25.0,,9967.0,9963.0,,
,,,,,
,,,,,
5.0,,2182.0,2182.0,,
7.0,,8729.0,8729.0,,
,,5036.0,5036.0,,
,,,,,
,,,,,
3.0,,1807.0,1807.0,,
22.0,,34041.0,34041.0,,
,,,,,
,,,,,
,,,,,
,,,,,
9.0,,,,,
4.0,,,,,
,,,,,
42.0,,26233.0,26233.0,,
6.0,,2070.0,2070.0,,
110.0,,114848.0,114848.0,,
,,,,,
310.0,,29193.0,29178.0,,
459.0,,41653.0,41630.0,,
32.0,,3218.0,3204.0,,
71.0,,7333.0,7325.0,,
12.0,,1394.0,1394.0,,
87.0,,9484.0,9484.0,,
14.0,,1810.0,1810.0,,
88.0,,9121.0,9120.0,,
289.0,,29455.0,29451.0,,
,,1983.0,1983.0,,
,,2841.0,2841.0,,
5.0,,,,,
70.0,,7379.0,7379.0,,
86.0,,8932.0,8932.0,,
52.0,,4756.0,4753.0,,
79.0,,7847.0,7847.0,,
4034.0,8.0,392103.0,391843.0,791.0,791.0
22.0,,2292.0,2292.0,,
,,,,,
,,3440.0,3437.0,,
,,,,,
,,906.0,906.0,,
72.0,,7773.0,7773.0,,
,,676.0,676.0,,
75.0,,7406.0,7406.0,,
189.0,,20048.0,20048.0,,
189.0,,20048.0,20048.0,,
221.0,,18887.0,18884.0,,
,,,,,
56.0,,4510.0,4508.0,,
56.0,,4510.0,4508.0,,
,,366.0,366.0,,
93.0,,10005.0,10005.0,,
86.0,,8404.0,8403.0,,
182.0,,18307.0,18298.0,,
145.0,,15863.0,15861.0,,
149.0,,12460.0,12452.0,,
41.0,,4390.0,4390.0,,
,,,,,
78.0,,7695.0,7680.0,,
527.0,,52158.0,52126.0,,
7.0,,1070.0,1070.0,,
285.0,,29696.0,29696.0,,
292.0,,30766.0,30766.0,,
,,1352.0,1352.0,,
306.0,,31747.0,31747.0,,
25.0,,2570.0,2570.0,,
,,,,,
83.0,,8412.0,8411.0,,
3.0,,197.0,197.0,,
3.0,,,,,
,,,,,
23.0,,2544.0,2393.0,,
55.0,,5762.0,5597.0,,
9.0,,758.0,758.0,,
74.0,,7311.0,7310.0,,
22.0,,2759.0,2757.0,,
28.0,,3007.0,3007.0,,
17.0,,2294.0,2294.0,,
16.0,,1707.0,1707.0,,
51.0,,5253.0,5253.0,,
35.0,,3546.0,3546.0,,
44.0,,4820.0,4820.0,,
575.0,,61076.0,61072.0,,
,,858.0,858.0,,
,,610.0,610.0,,
18.0,,2191.0,2191.0,,
57.0,,6307.0,6307.0,,
5.0,,430.0,430.0,,
,,,,,
,,4193.0,4193.0,,
,,,,,
30.0,,2901.0,2900.0,,
20.0,,1986.0,1986.0,,
,,257.0,257.0,,
28.0,,2642.0,2642.0,,
,,278.0,277.0,,
29.0,,2668.0,2668.0,,
,,,,,
,,,,,
317.0,,32501.0,32334.0,,
,,378.0,378.0,,
48.0,,4785.0,4785.0,,
38.0,,3613.0,3613.0,,
38.0,,3613.0,3613.0,,
24.0,,2289.0,2289.0,,
,,3988.0,3988.0,,
7.0,,742.0,742.0,,
,,2768.0,2768.0,,
,,,,,
,,,,,
21.0,,2343.0,2343.0,,
,,,,,
21.0,,2139.0,2139.0,,
3.0,,278.0,278.0,,
230.0,,20926.0,20917.0,,
206.0,3.0,17888.0,17883.0,,405.0
27.0,,2113.0,2111.0,,
,,1735.0,1735.0,,
,,1560.0,1560.0,,
,,1178.0,1178.0,,
85.0,,8115.0,8114.0,,
36.0,,3198.0,3198.0,,
,,,,,
8.0,,749.0,749.0,,
410.0,3.0,36536.0,36528.0,,405.0
24.0,,2417.0,2417.0,,
17.0,,1700.0,1700.0,,
39.0,,3929.0,3928.0,,
3188.0,,307435.0,307182.0,,
53.0,,4543.0,4540.0,,
219.0,,23537.0,23529.0,,
4.0,,417.0,417.0,,
,,3437.0,3435.0,,
16.0,,1553.0,1553.0,,
24.0,,2516.0,2516.0,,
,,,,,
10.0,,,,,
,,220.0,220.0,,
,,965.0,965.0,,
160.0,,16531.0,16530.0,,
6.0,,426.0,426.0,,
,,683.0,683.0,,
,,527.0,527.0,,
,,527.0,527.0,,
51.0,,5253.0,5253.0,,
38.0,,3729.0,3729.0,,
,,,,,
304.0,,28050.0,28046.0,,
74.0,,6172.0,6172.0,,
788.0,3.0,70758.0,70746.0,,405.0
25.0,,2545.0,2545.0,,
3752.0,354.0,50300.0,48066.0,386.0,74.0
19348.0,821.0,167685.0,157578.0,1055.0,330.0
7137.0,357.0,34512.0,29859.0,360.0,51.0
3388.0,168.0,39547.0,38649.0,174.0,
91.0,8.0,8139.0,8123.0,8.0,
1443.0,70.0,47903.0,47687.0,72.0,26.0
609.0,95.0,5515.0,5504.0,153.0,149.0
13840.0,1285.0,52834.0,49043.0,1439.0,603.0
19685.0,1817.0,159343.0,150089.0,,606.0
1863.0,248.0,7067.0,6293.0,248.0,
2093.0,265.0,9039.0,8193.0,265.0,44.0
105.0,7.0,8893.0,8880.0,7.0,
9432.0,438.0,35759.0,32703.0,456.0,95.0
9852.0,470.0,41059.0,37892.0,506.0,
12365.0,1662.0,35403.0,26138.0,1822.0,
3669.0,245.0,21981.0,20000.0,253.0,25.0
368864.0,37597.0,2070266.0,1862017.0,41448.0,11331.0
1399.0,174.0,8357.0,7793.0,175.0,62.0
574.0,101.0,944.0,880.0,101.0,95.0
2730.0,414.0,30537.0,28400.0,418.0,11.0
20.0,,374.0,369.0,,
372.0,58.0,2852.0,2741.0,58.0,30.0
5314.0,293.0,32857.0,31824.0,,
74.0,7.0,1405.0,1396.0,,
3840.0,369.0,28538.0,27504.0,376.0,116.0
11773.0,899.0,80549.0,77835.0,2114.0,
11773.0,899.0,80549.0,77835.0,2114.0,
70451.0,10509.0,177803.0,130110.0,10706.0,1024.0
7519.0,1266.0,9759.0,3032.0,1266.0,32.0
12381.0,1678.0,62705.0,53459.0,1695.0,120.0
12381.0,1678.0,62705.0,53459.0,1695.0,120.0
821.0,66.0,12192.0,12153.0,66.0,61.0
1809.0,105.0,57374.0,57039.0,116.0,41.0
12706.0,2489.0,66844.0,65469.0,2514.0,2303.0
16582.0,2678.0,123137.0,120781.0,2768.0,2478.0
2290.0,229.0,56840.0,56032.0,244.0,66.0
15596.0,467.0,117385.0,109512.0,669.0,256.0
2433.0,200.0,43879.0,42644.0,201.0,48.0
386.0,18.0,7409.0,7221.0,18.0,
16504.0,1845.0,64919.0,50880.0,1879.0,123.0
22597.0,2223.0,178832.0,162373.0,,210.0
270.0,28.0,17062.0,17001.0,101.0,
15015.0,,131265.0,127850.0,,
15285.0,,148327.0,144851.0,,
841.0,113.0,14147.0,13883.0,113.0,45.0
18516.0,1660.0,135923.0,130617.0,2925.0,
488.0,21.0,16746.0,16663.0,80.0,
121.0,9.0,313.0,242.0,,
18683.0,1251.0,53613.0,37809.0,1254.0,23.0
3567.0,255.0,6638.0,3671.0,262.0,12.0
209.0,22.0,838.0,799.0,23.0,
69.0,7.0,245.0,221.0,,
4943.0,206.0,20373.0,14741.0,213.0,24.0
12080.0,563.0,54885.0,44600.0,573.0,75.0
251.0,17.0,1800.0,1716.0,,
13231.0,1190.0,47319.0,43539.0,1286.0,454.0
228.0,16.0,24147.0,24133.0,,12.0
433.0,59.0,11265.0,11121.0,59.0,13.0
428.0,35.0,20941.0,20857.0,108.0,
293.0,17.0,4365.0,4313.0,17.0,
684.0,31.0,12559.0,12433.0,38.0,16.0
1267.0,151.0,10748.0,10056.0,156.0,10.0
497.0,23.0,9702.0,9587.0,26.0,
18198.0,1634.0,247732.0,239358.0,1783.0,387.0
230.0,17.0,1972.0,1900.0,17.0,
473.0,25.0,3241.0,3137.0,25.0,7.0
873.0,148.0,5189.0,4672.0,148.0,
2986.0,384.0,23548.0,22234.0,385.0,92.0
623.0,54.0,1863.0,1646.0,54.0,16.0
245.0,15.0,3655.0,3584.0,15.0,
2545.0,230.0,17749.0,17111.0,233.0,85.0
15591.0,1893.0,38404.0,25179.0,1929.0,88.0
9480.0,1103.0,18359.0,12333.0,1110.0,109.0
3508.0,279.0,9020.0,7607.0,279.0,70.0
490.0,55.0,2242.0,2019.0,55.0,17.0
1550.0,128.0,8973.0,8268.0,128.0,15.0
2010.0,282.0,2743.0,1060.0,287.0,
3118.0,427.0,9830.0,8183.0,477.0,141.0
3025.0,447.0,20882.0,18280.0,448.0,5.0
288.0,17.0,7353.0,7237.0,17.0,4.0
49554.0,3871.0,189541.0,164203.0,,1010.0
288.0,36.0,1900.0,1749.0,36.0,
1787.0,150.0,15767.0,15358.0,150.0,52.0
17078.0,2472.0,34713.0,25297.0,2511.0,811.0
17078.0,2472.0,34713.0,25297.0,2511.0,811.0
5160.0,398.0,16896.0,15955.0,409.0,348.0
6016.0,473.0,18177.0,16610.0,475.0,
192.0,7.0,1954.0,1891.0,7.0,
5274.0,416.0,14355.0,13062.0,417.0,360.0
341.0,28.0,1030.0,858.0,28.0,
11344.0,1973.0,16873.0,8462.0,2001.0,368.0
1742.0,119.0,8218.0,7375.0,119.0,15.0
1706.0,118.0,2988.0,1700.0,,
739.0,66.0,7247.0,7147.0,67.0,39.0
228.0,47.0,820.0,699.0,47.0,11.0
975.0,35.0,42066.0,41830.0,,11.0
4532.0,190.0,100064.0,97839.0,663.0,511.0
985.0,10.0,17145.0,16776.0,39.0,
1351.0,64.0,7611.0,6926.0,64.0,19.0
2887.0,113.0,13034.0,11157.0,113.0,27.0
908.0,26.0,4359.0,4054.0,27.0,10.0
8537.0,411.0,63827.0,60096.0,422.0,96.0
2753.0,76.0,23165.0,22046.0,99.0,47.0
394.0,55.0,752.0,422.0,55.0,
2145.0,375.0,4355.0,3182.0,376.0,137.0
24492.0,1320.0,234312.0,222498.0,1858.0,883.0
967.0,113.0,8067.0,7846.0,114.0,50.0
627.0,15.0,7855.0,7656.0,15.0,
1036.0,41.0,15521.0,15135.0,,
277827.0,25329.0,1618965.0,1467183.0,28830.0,9837.0
6669.0,727.0,40027.0,34812.0,738.0,53.0
5118.0,343.0,71847.0,69663.0,364.0,76.0
3240.0,422.0,5379.0,3059.0,424.0,21.0
4209.0,361.0,16435.0,14169.0,,83.0
420.0,32.0,5300.0,5189.0,50.0,
709.0,35.0,13730.0,13609.0,35.0,19.0
121.0,20.0,5816.0,5768.0,29.0,
896.0,122.0,3053.0,2505.0,123.0,12.0
722.0,120.0,1217.0,607.0,120.0,
256.0,28.0,3655.0,3548.0,28.0,6.0
24049.0,1866.0,102694.0,83699.0,1873.0,
679.0,32.0,2454.0,2240.0,32.0,
1169.0,87.0,4696.0,4259.0,87.0,
1242.0,72.0,5298.0,4296.0,,
1242.0,72.0,5298.0,4296.0,,
1997.0,144.0,18417.0,17912.0,147.0,32.0
1094.0,34.0,10333.0,10076.0,38.0,15.0
239.0,17.0,889.0,818.0,17.0,7.0
14261.0,709.0,115321.0,111470.0,1516.0,1153.0
9622.0,541.0,37964.0,32102.0,555.0,60.0
48375.0,2570.0,387597.0,366070.0,3929.0,2096.0
1443.0,224.0,6787.0,5896.0,224.0,7.0
2962.0,,4978.0,2821.0,,
15626.0,,46330.0,36899.0,917.0,
6802.0,357.0,12036.0,7582.0,360.0,51.0
3025.0,168.0,5753.0,4872.0,174.0,
57.0,8.0,116.0,100.0,8.0,
1155.0,70.0,2089.0,1877.0,72.0,26.0
552.0,,796.0,786.0,,
13317.0,1280.0,19762.0,15982.0,1295.0,459.0
18291.0,,28579.0,19385.0,,
1755.0,248.0,2539.0,1766.0,248.0,
1960.0,265.0,2900.0,2055.0,265.0,44.0
88.0,7.0,146.0,133.0,7.0,
8884.0,,14421.0,11391.0,,
9237.0,,15082.0,11941.0,,
11879.0,,16413.0,7185.0,,114.0
3290.0,245.0,5817.0,3844.0,253.0,25.0
341908.0,37555.0,590455.0,386533.0,38102.0,7994.0
1312.0,174.0,2025.0,1465.0,175.0,62.0
567.0,101.0,704.0,640.0,101.0,95.0
2519.0,414.0,3892.0,1785.0,418.0,11.0
16.0,,16.0,11.0,,
344.0,58.0,495.0,385.0,58.0,30.0
5030.0,,8146.0,7113.0,,
56.0,7.0,99.0,90.0,,
3531.0,369.0,5320.0,4287.0,376.0,116.0
10969.0,,17343.0,14632.0,,274.0
10969.0,,17343.0,14632.0,,274.0
68206.0,,106707.0,59127.0,,
7456.0,1266.0,8218.0,1496.0,1266.0,32.0
11718.0,1678.0,18969.0,9852.0,1695.0,120.0
11718.0,1678.0,18969.0,9852.0,1695.0,120.0
790.0,66.0,1009.0,970.0,66.0,61.0
1474.0,,2588.0,2258.0,,
12253.0,,16409.0,15040.0,,
15668.0,,22920.0,20587.0,,
1791.0,229.0,3637.0,2841.0,244.0,66.0
12664.0,,41352.0,34078.0,,
2196.0,200.0,4117.0,2890.0,201.0,48.0
345.0,18.0,750.0,564.0,18.0,
15781.0,,27315.0,14300.0,,
19684.0,,37262.0,22090.0,,
239.0,,374.0,313.0,,14.0
13790.0,,22297.0,18885.0,,
14029.0,,22671.0,19198.0,,
777.0,113.0,1169.0,907.0,113.0,45.0
17184.0,,26317.0,21016.0,,
390.0,,758.0,675.0,,11.0
,9.0,,,,
17901.0,1251.0,24227.0,8524.0,1254.0,23.0
3505.0,255.0,5428.0,2466.0,262.0,12.0
197.0,22.0,295.0,256.0,23.0,
63.0,,93.0,69.0,6.0,
4600.0,206.0,9931.0,5249.0,213.0,24.0
11402.0,563.0,21967.0,12831.0,573.0,75.0
211.0,,453.0,370.0,16.0,
12765.0,,18966.0,15196.0,,
159.0,16.0,281.0,269.0,,12.0
352.0,59.0,620.0,476.0,59.0,13.0
364.0,,635.0,551.0,,17.0
236.0,17.0,467.0,415.0,17.0,
518.0,31.0,1148.0,1022.0,38.0,16.0
1112.0,151.0,2174.0,1483.0,156.0,10.0
360.0,23.0,876.0,762.0,26.0,
15875.0,,29375.0,21043.0,,
205.0,17.0,361.0,289.0,17.0,
415.0,25.0,892.0,789.0,25.0,7.0
813.0,148.0,1171.0,654.0,148.0,
2772.0,384.0,4199.0,2890.0,385.0,92.0
590.0,54.0,887.0,671.0,54.0,16.0
218.0,15.0,363.0,293.0,15.0,
2352.0,230.0,3778.0,3142.0,233.0,85.0
15234.0,,27627.0,14473.0,,
9288.0,1103.0,12279.0,6262.0,1110.0,109.0
3391.0,279.0,5018.0,3608.0,279.0,70.0
461.0,55.0,627.0,406.0,55.0,17.0
1408.0,128.0,2524.0,1819.0,128.0,15.0
1998.0,282.0,2321.0,640.0,287.0,
2994.0,,3778.0,2131.0,,
2904.0,447.0,4488.0,1903.0,448.0,5.0
,17.0,,,17.0,4.0
47184.0,,75821.0,51743.0,,
253.0,36.0,349.0,198.0,36.0,
1585.0,150.0,2649.0,2240.0,150.0,52.0
16772.0,,22520.0,13142.0,,
16772.0,,22520.0,13142.0,,
4965.0,,7779.0,6846.0,,
5725.0,473.0,8347.0,6785.0,475.0,
167.0,7.0,285.0,222.0,7.0,
5038.0,416.0,7168.0,5879.0,417.0,360.0
323.0,28.0,599.0,428.0,28.0,
11240.0,,14037.0,5656.0,,
1636.0,119.0,2959.0,2121.0,119.0,15.0
1686.0,118.0,2551.0,1264.0,,
656.0,66.0,1163.0,1063.0,67.0,39.0
212.0,47.0,267.0,147.0,47.0,11.0
446.0,35.0,827.0,636.0,,11.0
3252.0,,8511.0,6470.0,192.0,
584.0,,1744.0,1418.0,,3.0
1232.0,64.0,2771.0,2097.0,64.0,19.0
2594.0,113.0,6055.0,4237.0,113.0,27.0
837.0,26.0,1698.0,1396.0,27.0,10.0
7369.0,411.0,19128.0,15457.0,422.0,96.0
2418.0,,6262.0,5159.0,,
381.0,55.0,541.0,215.0,55.0,
2093.0,375.0,2801.0,1631.0,376.0,137.0
20760.0,,49511.0,38080.0,1344.0,370.0
868.0,113.0,1430.0,1210.0,114.0,50.0
526.0,15.0,1211.0,1016.0,15.0,
863.0,41.0,1847.0,1468.0,,
255691.0,25292.0,450535.0,302922.0,25643.0,6658.0
6368.0,727.0,9815.0,4636.0,738.0,53.0
3457.0,,9120.0,7154.0,,
3191.0,422.0,4143.0,1825.0,424.0,21.0
3867.0,,6992.0,4755.0,,
353.0,,661.0,550.0,,15.0
606.0,35.0,1029.0,908.0,35.0,19.0
101.0,,136.0,88.0,,0.0
832.0,122.0,1312.0,764.0,123.0,12.0
708.0,120.0,797.0,189.0,120.0,
217.0,28.0,368.0,264.0,28.0,6.0
22869.0,1866.0,32237.0,13364.0,1873.0,
628.0,32.0,1156.0,942.0,32.0,
1089.0,87.0,1783.0,1348.0,87.0,
1112.0,72.0,2401.0,1462.0,,
1112.0,72.0,2401.0,1462.0,,
1756.0,144.0,2959.0,2458.0,147.0,32.0
931.0,34.0,1937.0,1682.0,38.0,15.0
220.0,17.0,417.0,346.0,17.0,7.0
12234.0,,26045.0,22236.0,,
8902.0,541.0,17433.0,11606.0,555.0,60.0
41896.0,2560.0,92989.0,71922.0,,
1325.0,224.0,2331.0,1442.0,224.0,7.0
184.0,10.0,2590.0,2543.0,142.0,142.0
2472.0,147.0,33232.0,32621.0,1968.0,1950.0
213.0,,2769.0,2686.0,,
186.0,,2448.0,2442.0,,
8.0,,110.0,110.0,,
93.0,,1326.0,1321.0,,
26.0,,366.0,366.0,,
272.0,5.0,3694.0,3688.0,59.0,59.0
665.0,29.0,9081.0,9032.0,,
56.0,,753.0,752.0,,
64.0,,,,,
,,,,,
283.0,,3770.0,3757.0,,
311.0,,4154.0,4140.0,,
311.0,,4227.0,4198.0,,
172.0,,2327.0,2323.0,,
15013.0,358.0,202593.0,199455.0,4738.0,4675.0
39.0,,503.0,498.0,,
4.0,,50.0,49.0,,
98.0,6.0,,,84.0,84.0
,,,,,
15.0,,225.0,225.0,,
132.0,,1820.0,1820.0,,
8.0,,,,,
126.0,,1748.0,1748.0,,
356.0,,4856.0,4854.0,,
356.0,,4856.0,4854.0,,
1518.0,21.0,20133.0,20038.0,,
42.0,,,,,
436.0,,5893.0,5776.0,,
436.0,,5893.0,5776.0,,
15.0,,197.0,197.0,,
111.0,11.0,1580.0,1574.0,,
201.0,,2772.0,2771.0,,
411.0,,5534.0,5527.0,,
165.0,,2228.0,2222.0,,
2288.0,137.0,30642.0,30078.0,1826.0,1808.0
116.0,,1574.0,1565.0,,
35.0,,,,,
541.0,14.0,6969.0,6090.0,171.0,150.0
1356.0,22.0,18630.0,17591.0,274.0,253.0
9.0,,128.0,128.0,,
518.0,,7070.0,7068.0,,
527.0,,7198.0,7196.0,,
30.0,,,,,
559.0,,7642.0,7637.0,,
24.0,,314.0,314.0,,
,,,,,
461.0,,6326.0,6251.0,,
54.0,,,,,
6.0,,,,,
,,,45.0,,
245.0,,3245.0,2790.0,33.0,
458.0,,6014.0,5476.0,33.0,
24.0,,337.0,337.0,,
246.0,,3328.0,3322.0,,
10.0,,144.0,144.0,,
,,82.0,82.0,,
16.0,,217.0,217.0,,
22.0,,302.0,302.0,,
55.0,,764.0,764.0,,
69.0,,948.0,947.0,,
47.0,,634.0,633.0,,
904.0,10.0,12223.0,12193.0,,
8.0,,,,,
23.0,,,,,
21.0,,286.0,286.0,,
87.0,6.0,1153.0,1148.0,87.0,87.0
19.0,,254.0,254.0,,
14.0,,203.0,202.0,,
90.0,,,,,
359.0,,4547.0,4456.0,,
128.0,,,,,
75.0,,,,,
18.0,,,,,
61.0,,773.0,773.0,,
10.0,,137.0,136.0,,
52.0,7.0,,,,
64.0,,893.0,880.0,,
,,,,43.0,43.0
1371.0,15.0,18250.0,17645.0,,
3.0,,44.0,44.0,,
76.0,,1056.0,1056.0,,
178.0,4.0,2414.0,2379.0,48.0,45.0
178.0,4.0,2414.0,2379.0,48.0,45.0
113.0,,1526.0,1520.0,,
168.0,,,,,
9.0,,126.0,126.0,,
135.0,,,,,
18.0,,,,,
61.0,,838.0,810.0,,
53.0,,,,,
17.0,,227.0,227.0,,
45.0,,,,,
6.0,,,,,
66.0,,926.0,920.0,42.0,42.0
599.0,29.0,8462.0,8349.0,,419.0
193.0,,2727.0,2696.0,59.0,
80.0,,,,,
196.0,7.0,2546.0,2498.0,80.0,80.0
,,,,,
882.0,,11689.0,11639.0,,
221.0,,2895.0,2883.0,,
,,,,,
29.0,,394.0,392.0,,
2256.0,55.0,30498.0,30224.0,,
51.0,,668.0,667.0,,
52.0,,,,,
77.0,4.0,1013.0,1007.0,,
12482.0,327.0,168736.0,165725.0,,
167.0,,2304.0,2280.0,,
749.0,,10735.0,10581.0,61.0,61.0
36.0,,498.0,497.0,,
210.0,7.0,,,92.0,92.0
28.0,,384.0,383.0,,
42.0,,565.0,565.0,,
4.0,,51.0,51.0,,
38.0,,,,,
7.0,,104.0,103.0,,
14.0,,,,,
645.0,6.0,8869.0,8770.0,85.0,85.0
37.0,,522.0,520.0,,
55.0,,,,,
87.0,,,,,
87.0,,,,,
102.0,,,,,
71.0,,,,,
,,,,,
1025.0,,13793.0,13767.0,109.0,109.0
421.0,,5899.0,5875.0,,
3702.0,66.0,50190.0,49866.0,885.0,882.0
56.0,,748.0,746.0,,
259.0,,8606.0,8575.0,,
1475.0,49.0,43974.0,43809.0,1435.0,1432.0
85.0,,2407.0,2361.0,,
94.0,,2879.0,2877.0,,
9.0,,275.0,275.0,,
84.0,,2685.0,2684.0,,
20.0,,622.0,621.0,,
200.0,,6075.0,6070.0,,
496.0,,15197.0,15182.0,,
39.0,,1306.0,1306.0,,
47.0,,1573.0,1573.0,,
3.0,,97.0,97.0,,
184.0,,5372.0,5364.0,,
206.0,,6082.0,6074.0,,
200.0,,6049.0,6044.0,,
127.0,,3810.0,3809.0,,
9438.0,163.0,283712.0,282702.0,4909.0,4895.0
30.0,,969.0,969.0,,
,,,,,
78.0,,2494.0,2487.0,,
,,,,,
,,225.0,225.0,,
85.0,,2565.0,2565.0,,
5.0,,195.0,195.0,,
104.0,,3281.0,3281.0,,
267.0,5.0,8297.0,8297.0,154.0,154.0
267.0,5.0,8297.0,8297.0,154.0,154.0
768.0,,22609.0,22594.0,277.0,277.0
22.0,,734.0,734.0,,
228.0,,6596.0,6567.0,,
228.0,,6596.0,6567.0,,
5.0,,163.0,163.0,,
101.0,,3260.0,3258.0,,
164.0,6.0,5104.0,5101.0,205.0,205.0
282.0,,8754.0,8749.0,,
152.0,,4758.0,4755.0,,
1216.0,,35368.0,35234.0,,
68.0,,2008.0,2008.0,,
15.0,,449.0,448.0,,
129.0,,3803.0,3625.0,,
1029.0,,31090.0,30844.0,305.0,300.0
11.0,,330.0,330.0,,
410.0,,12732.0,12732.0,,
421.0,,13062.0,13062.0,,
17.0,,,518.0,,
477.0,33.0,14679.0,14679.0,1051.0,1051.0
24.0,,771.0,771.0,,
,,,,,
299.0,,8799.0,8767.0,,
,,594.0,594.0,,
7.0,,233.0,233.0,,
,,,,,
87.0,,2597.0,2315.0,,
172.0,,5004.0,4676.0,,
17.0,,498.0,498.0,,
180.0,,5453.0,5449.0,,
9.0,,235.0,235.0,,
35.0,,1160.0,1160.0,,
23.0,,704.0,704.0,,
17.0,,525.0,525.0,,
51.0,,1628.0,1628.0,,
56.0,,1765.0,1765.0,,
45.0,,1522.0,1522.0,,
738.0,,22893.0,22884.0,83.0,83.0
8.0,,267.0,267.0,,
27.0,,735.0,734.0,,
17.0,,494.0,494.0,,
70.0,,2162.0,2161.0,,
14.0,,424.0,423.0,,
12.0,,387.0,387.0,,
73.0,,2256.0,2256.0,,
,,,,,
68.0,,2003.0,2003.0,,
44.0,,1336.0,1336.0,,
13.0,,341.0,339.0,,
46.0,,1441.0,1441.0,,
,,,,,
62.0,28.0,1925.0,1925.0,897.0,897.0
38.0,,1185.0,1180.0,,
,,,,,
756.0,,22637.0,22278.0,,
24.0,,,803.0,,
75.0,,2203.0,2203.0,,
96.0,,2898.0,2889.0,,
96.0,,2898.0,2889.0,,
60.0,,,,,
119.0,,3430.0,3428.0,,
,,231.0,231.0,,
96.0,,2768.0,2767.0,,
,,198.0,197.0,,
,,985.0,978.0,,
32.0,,1053.0,1052.0,,
,,,,,
,,702.0,702.0,,
,,234.0,234.0,,
207.0,4.0,7353.0,7331.0,103.0,103.0
527.0,,15840.0,15791.0,475.0,474.0
189.0,,5573.0,5563.0,,
,,1015.0,1014.0,,
93.0,4.0,2662.0,2649.0,122.0,119.0
25.0,,755.0,755.0,,
307.0,,8676.0,8663.0,,
92.0,,2622.0,2618.0,,
,,,,,
16.0,,,,,
1289.0,,37715.0,37624.0,733.0,729.0
29.0,,936.0,936.0,,
39.0,,1196.0,1195.0,,
64.0,,1968.0,1967.0,,
7853.0,,235906.0,234921.0,4549.0,4535.0
105.0,,3313.0,3306.0,,
693.0,4.0,19934.0,19888.0,,
16.0,,427.0,427.0,,
146.0,,4368.0,4364.0,,
22.0,,710.0,710.0,,
32.0,,933.0,933.0,,
5.0,,188.0,187.0,,
21.0,,616.0,616.0,,
,,,,,
12.0,,317.0,314.0,,
437.0,4.0,13233.0,13196.0,130.0,130.0
24.0,,723.0,723.0,,
37.0,,1064.0,1062.0,,
34.0,,964.0,946.0,,
34.0,,964.0,946.0,,
86.0,,2791.0,2791.0,,
47.0,,1406.0,1406.0,,
11.0,,361.0,361.0,,
748.0,4.0,23072.0,23064.0,,
234.0,,6968.0,6963.0,,
2271.0,31.0,67755.0,67651.0,912.0,908.0
40.0,,1234.0,1233.0,,
39.0,,14814.0,14812.0,,
73.0,,38931.0,38929.0,,
10.0,,15793.0,15755.0,,
33.0,,22622.0,22622.0,,
9.0,,7444.0,7442.0,,
46.0,,38560.0,38560.0,,
4.0,,2940.0,2940.0,,
20.0,,19528.0,19528.0,,
114.0,,92950.0,92948.0,,
,,1542.0,1542.0,,
5.0,,,,,
4.0,,,,,
15.0,,6834.0,6834.0,,
21.0,,9403.0,9403.0,,
7.0,,6925.0,6925.0,,
8.0,,2902.0,2902.0,,
886.0,10.0,735598.0,735357.0,4404.0,4333.0
6.0,,2606.0,2606.0,,
,,,,,
,,,,,
,,,,,
,,,,,
17.0,,14317.0,14317.0,,
,,,,,
17.0,,12099.0,12099.0,,
42.0,,35259.0,35259.0,,
42.0,,35259.0,35259.0,,
28.0,,16638.0,16638.0,,
,,,,,
15.0,,28573.0,28573.0,,
15.0,,28573.0,28573.0,,
,,10315.0,10315.0,,
58.0,,47691.0,47691.0,,
25.0,,35737.0,35737.0,,
72.0,,71123.0,71123.0,,
58.0,,32085.0,32085.0,,
34.0,,24117.0,24117.0,,
34.0,,35305.0,35305.0,,
,,,,,
25.0,,21477.0,21477.0,,
74.0,,44895.0,44891.0,,
7.0,,16080.0,16080.0,,
72.0,,68707.0,68707.0,,
79.0,,84787.0,84787.0,,
,,12783.0,12783.0,,
71.0,,65334.0,65334.0,,
14.0,,12764.0,12764.0,,
,,,,,
6.0,,8221.0,8221.0,,
,,,,,
,,,,,
,,,,,
5.0,,2613.0,2418.0,,
15.0,,18406.0,18173.0,,
,,,,,
16.0,,16588.0,16588.0,,
29.0,,22964.0,22964.0,,
,,6747.0,6747.0,,
11.0,,18192.0,18192.0,,
4.0,,1808.0,1808.0,,
10.0,,4574.0,4574.0,,
8.0,,3150.0,3150.0,,
4.0,,1871.0,1871.0,,
188.0,,133991.0,133991.0,,
,,,,,
,,,,,
6.0,,2082.0,2082.0,,
21.0,,12132.0,12130.0,,
,,,,,
5.0,,3201.0,3201.0,,
,,,,,
5.0,,4845.0,4845.0,,
,,,,,
,,,,,
,,,,,
5.0,,1784.0,1784.0,,
,,,,,
4.0,,,,,
8.0,,12545.0,12545.0,,
5.0,,4062.0,4062.0,,
71.0,,54292.0,54059.0,,
,,,,,
8.0,,6743.0,6743.0,,
8.0,,4712.0,4712.0,,
